에이전트ID,고객분류,고객분류명,구역ID,구역명,상품명,가격,체류시간,일차,시간대
7902,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,6.5,16,17시
7903,minor_female,미성년 여성,bakery,베이커리,베이글,2500,5.1,16,12시
7904,adult_male,성년 남성,beverage,음료,사이다,1500,4.4,16,13시
7905,minor_male,미성년 남성,beverage,음료,사이다,1500,5.0,16,20시
7906,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,4.2,16,12시
7906,adult_female,성년 여성,daily,생활용품,핸드크림,6000,9.8,16,12시
7907,adult_male,성년 남성,premium,프리미엄,샴페인,35000,9.0,16,11시
7908,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,2.9,16,12시
7908,minor_male,미성년 남성,beverage,음료,사이다,1500,3.1,16,12시
7909,adult_male,성년 남성,premium,프리미엄,샴페인,35000,8.6,16,15시
7910,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,6.1,16,14시
7910,adult_female,성년 여성,beverage,음료,사이다,1500,8.3,16,14시
7911,adult_female,성년 여성,beverage,음료,커피,2000,9.6,16,16시
7911,adult_female,성년 여성,daily,생활용품,비누,2000,9.8,16,16시
7911,adult_female,성년 여성,premium,프리미엄,수입과자,8000,10.1,16,16시
7912,adult_male,성년 남성,premium,프리미엄,샴페인,35000,4.7,16,18시
7912,adult_male,성년 남성,beverage,음료,이온음료,1800,9.9,16,18시
7912,adult_male,성년 남성,cosmetic,화장품,컨실러,16000,9.8,16,18시
7913,minor_male,미성년 남성,beverage,음료,탄산수,1200,1.9,16,14시
7914,adult_male,성년 남성,beverage,음료,우유,1800,4.9,16,12시
7916,adult_female,성년 여성,daily,생활용품,비누,2000,6.6,16,13시
7916,adult_female,성년 여성,beverage,음료,사이다,1500,6.8,16,13시
7916,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,7.7,16,13시
7918,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,3.1,16,13시
7921,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,10.2,16,10시
7922,minor_male,미성년 남성,beverage,음료,커피,2000,2.7,16,12시
7923,adult_female,성년 여성,beverage,음료,두유,1500,9.0,16,14시
7923,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,9.1,16,14시
7924,adult_female,성년 여성,premium,프리미엄,브랜디,42000,5.6,16,20시
7924,adult_female,성년 여성,beverage,음료,탄산수,1200,5.5,16,20시
7924,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,5.8,16,20시
7927,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,4.8,16,16시
7929,adult_female,성년 여성,beverage,음료,이온음료,1800,7.2,16,12시
7931,adult_female,성년 여성,beverage,음료,주스,2500,6.7,16,13시
7931,adult_female,성년 여성,cosmetic,화장품,선크림,20000,9.3,16,13시
7933,adult_female,성년 여성,premium,프리미엄,와인,25000,7.5,16,11시
7933,adult_female,성년 여성,frozen,냉동식품,어묵,3000,9.0,16,11시
7933,adult_female,성년 여성,snack,과자/스낵,사탕,800,8.0,16,11시
7934,adult_female,성년 여성,daily,생활용품,치약,3500,10.1,16,18시
7936,adult_male,성년 남성,premium,프리미엄,샴페인,35000,5.2,16,18시
7937,adult_male,성년 남성,daily,생활용품,주방세제,4000,6.1,16,14시
7938,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,9.2,16,13시
7938,adult_male,성년 남성,daily,생활용품,수건,5000,9.2,16,13시
7938,adult_male,성년 남성,beverage,음료,두유,1500,8.8,16,13시
7940,adult_male,성년 남성,beverage,음료,이온음료,1800,4.2,16,21시
7940,adult_male,성년 남성,daily,생활용품,바디로션,8000,9.6,16,21시
7940,adult_male,성년 남성,frozen,냉동식품,아이스크림,2000,8.9,16,21시
7942,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,5.0,16,17시
7945,adult_female,성년 여성,daily,생활용품,휴지,4500,9.8,16,20시
7946,minor_female,미성년 여성,beverage,음료,녹차,1200,4.5,16,17시
7947,adult_female,성년 여성,beverage,음료,녹차,1200,5.7,16,16시
7947,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,4.8,16,16시
7948,minor_male,미성년 남성,daily,생활용품,치약,3500,4.2,16,15시
7949,minor_female,미성년 여성,snack,과자/스낵,젤리,1000,4.6,16,21시
7949,minor_female,미성년 여성,bakery,베이커리,케이크,15000,3.1,16,21시
7950,adult_male,성년 남성,beverage,음료,에너지드링크,2200,7.5,16,20시
7952,adult_female,성년 여성,bakery,베이커리,마카롱,5000,8.3,16,12시
7953,adult_female,성년 여성,beverage,음료,주스,2500,5.0,16,18시
7954,adult_male,성년 남성,premium,프리미엄,와인,25000,6.9,16,14시
7955,minor_male,미성년 남성,beverage,음료,우유,1800,3.5,16,13시
7956,adult_female,성년 여성,bakery,베이커리,소금빵,2000,7.4,16,14시
7956,adult_female,성년 여성,daily,생활용품,수건,5000,7.6,16,14시
7957,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,9.7,16,12시
7958,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,5.6,16,10시
7959,minor_male,미성년 남성,premium,프리미엄,위스키,45000,4.8,16,21시
7960,adult_female,성년 여성,premium,프리미엄,수입과자,8000,8.9,16,18시
7961,minor_male,미성년 남성,snack,과자/스낵,사탕,800,3.5,16,21시
7962,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,6.0,16,15시
7963,adult_male,성년 남성,daily,생활용품,칫솔,3000,4.1,16,16시
7963,adult_male,성년 남성,premium,프리미엄,위스키,45000,6.9,16,16시
7963,adult_male,성년 남성,beverage,음료,탄산수,1200,8.0,16,16시
7965,adult_male,성년 남성,daily,생활용품,핸드크림,6000,5.7,16,17시
7966,adult_female,성년 여성,daily,생활용품,수건,5000,8.1,16,13시
7967,adult_male,성년 남성,beverage,음료,탄산수,1200,4.4,16,14시
7968,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,8.8,16,20시
7970,minor_female,미성년 여성,snack,과자/스낵,프링글스,2800,3.6,16,10시
7971,adult_male,성년 남성,beverage,음료,이온음료,1800,5.4,16,20시
7971,adult_male,성년 남성,snack,과자/스낵,초코파이,2500,5.6,16,20시
7971,adult_male,성년 남성,cosmetic,화장품,아이섀도,18000,8.6,16,20시
7972,adult_male,성년 남성,daily,생활용품,칫솔,3000,9.2,16,19시
7972,adult_male,성년 남성,frozen,냉동식품,아이스크림,2000,9.7,16,19시
7972,adult_male,성년 남성,beverage,음료,콜라,1500,10.0,16,19시
7974,adult_female,성년 여성,daily,생활용품,바디로션,8000,6.9,16,12시
7975,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.1,16,12시
7977,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,8.7,16,11시
7978,adult_female,성년 여성,daily,생활용품,휴지,4500,5.6,16,16시
7978,adult_female,성년 여성,bakery,베이커리,크로아상,3000,10.0,16,16시
7979,adult_male,성년 남성,frozen,냉동식품,아이스크림,2000,4.5,16,18시
7979,adult_male,성년 남성,premium,프리미엄,수입과자,8000,6.5,16,18시
7979,adult_male,성년 남성,cosmetic,화장품,컨실러,16000,8.9,16,18시
7980,adult_female,성년 여성,daily,생활용품,주방세제,4000,5.2,16,12시
7981,adult_male,성년 남성,beverage,음료,주스,2500,6.8,16,15시
7982,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,8.7,16,15시
7982,adult_female,성년 여성,cosmetic,화장품,파운데이션,25000,9.3,16,15시
7983,minor_female,미성년 여성,snack,과자/스낵,프링글스,2800,2.3,16,13시
7984,adult_male,성년 남성,beverage,음료,콜라,1500,10.3,16,21시
7984,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,8.0,16,21시
7985,adult_male,성년 남성,daily,생활용품,비누,2000,6.2,16,19시
7986,adult_female,성년 여성,beverage,음료,탄산수,1200,9.1,16,17시
7987,adult_female,성년 여성,beverage,음료,사이다,1500,9.5,16,14시
7987,adult_female,성년 여성,daily,생활용품,핸드크림,6000,9.6,16,14시
7987,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,8.2,16,14시
7988,adult_male,성년 남성,premium,프리미엄,수입과자,8000,4.4,16,17시
7988,adult_male,성년 남성,beverage,음료,두유,1500,10.2,16,17시
7989,adult_male,성년 남성,daily,생활용품,바디로션,8000,7.0,16,11시
7990,adult_female,성년 여성,daily,생활용품,휴지,4500,8.6,16,17시
7991,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,7.6,16,16시
7991,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,8.8,16,16시
7992,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.8,16,17시
7992,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,8.9,16,17시
7994,adult_female,성년 여성,frozen,냉동식품,어묵,3000,5.9,16,11시
7995,adult_male,성년 남성,daily,생활용품,칫솔,3000,5.7,16,10시
7997,adult_male,성년 남성,beverage,음료,이온음료,1800,7.3,16,10시
7997,adult_male,성년 남성,premium,프리미엄,수입와인,32000,5.4,16,10시
7997,adult_male,성년 남성,bakery,베이커리,마카롱,5000,6.7,16,10시
7998,adult_male,성년 남성,daily,생활용품,샴푸,8000,9.0,16,19시
7998,adult_male,성년 남성,beverage,음료,탄산수,1200,7.0,16,19시
7998,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,8.8,16,19시
7999,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,5.3,16,12시
8000,adult_male,성년 남성,daily,생활용품,칫솔,3000,7.3,16,14시
8001,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,4.2,16,12시
8001,adult_female,성년 여성,daily,생활용품,치약,3500,6.1,16,12시
8001,adult_female,성년 여성,premium,프리미엄,수입과자,8000,6.5,16,12시
8003,adult_female,성년 여성,bakery,베이커리,크로아상,3000,6.1,16,17시
8004,adult_female,성년 여성,daily,생활용품,샴푸,8000,6.5,16,11시
8004,adult_female,성년 여성,bakery,베이커리,베이글,2500,5.2,16,11시
8005,adult_female,성년 여성,daily,생활용품,주방세제,4000,6.6,16,13시
8006,minor_male,미성년 남성,snack,과자/스낵,오레오,2200,5.0,16,17시
8007,adult_male,성년 남성,premium,프리미엄,샴페인,35000,8.9,16,21시
8008,adult_female,성년 여성,bakery,베이커리,베이글,2500,6.6,16,20시
8008,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,8.3,16,20시
8009,adult_female,성년 여성,daily,생활용품,칫솔,3000,4.4,16,10시
8009,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,5.0,16,10시
8010,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,2.4,16,16시
8011,adult_male,성년 남성,beverage,음료,커피,2000,6.5,16,18시
8013,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,9.7,16,18시
8014,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,5.7,16,11시
8014,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.3,16,11시
8015,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,9.5,16,12시
8016,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,4.5,16,13시
8017,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,10.2,16,15시
8017,adult_female,성년 여성,beverage,음료,사이다,1500,9.3,16,15시
8017,adult_female,성년 여성,premium,프리미엄,샴페인,35000,5.2,16,15시
8019,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,8.7,16,16시
8020,minor_female,미성년 여성,bakery,베이커리,머핀,2500,3.4,16,11시
8021,adult_male,성년 남성,premium,프리미엄,샴페인,35000,6.0,16,15시
8023,adult_female,성년 여성,daily,생활용품,핸드크림,6000,8.1,16,14시
8023,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,10.3,16,14시
8025,adult_female,성년 여성,daily,생활용품,바디로션,8000,6.7,16,14시
8025,adult_female,성년 여성,beverage,음료,커피,2000,9.3,16,14시
8026,adult_female,성년 여성,premium,프리미엄,수입와인,32000,9.4,16,15시
8026,adult_female,성년 여성,cosmetic,화장품,파운데이션,25000,5.1,16,15시
8026,adult_female,성년 여성,bakery,베이커리,베이글,2500,8.3,16,15시
8028,adult_female,성년 여성,beverage,음료,이온음료,1800,7.7,16,19시
8028,adult_female,성년 여성,daily,생활용품,치약,3500,10.3,16,19시
8028,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,4.5,16,19시
8031,adult_male,성년 남성,daily,생활용품,비누,2000,5.7,16,12시
8031,adult_male,성년 남성,beverage,음료,커피,2000,9.7,16,12시
8031,adult_male,성년 남성,bakery,베이커리,크로아상,3000,8.2,16,12시
8032,adult_female,성년 여성,beverage,음료,커피,2000,9.2,16,13시
8032,adult_female,성년 여성,bakery,베이커리,케이크,15000,4.7,16,13시
8033,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,7.6,16,13시
8033,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,7.1,16,13시
8035,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,6.7,16,17시
8035,adult_female,성년 여성,beverage,음료,콜라,1500,5.0,16,17시
8035,adult_female,성년 여성,premium,프리미엄,와인,25000,9.0,16,17시
8035,adult_female,성년 여성,snack,과자/스낵,프링글스,2800,5.3,16,17시
8036,adult_female,성년 여성,daily,생활용품,치약,3500,10.2,16,10시
8037,adult_female,성년 여성,daily,생활용품,칫솔,3000,7.3,16,12시
8037,adult_female,성년 여성,frozen,냉동식품,군만두,6000,9.9,16,12시
8040,adult_female,성년 여성,daily,생활용품,치약,3500,6.1,16,15시
8041,adult_female,성년 여성,frozen,냉동식품,만두,5000,9.3,16,15시
8041,adult_female,성년 여성,daily,생활용품,세제,5000,6.9,16,15시
8041,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,9.5,16,15시
8042,adult_male,성년 남성,beverage,음료,탄산수,1200,7.0,16,18시
8043,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,4.8,16,13시
8043,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,6.7,16,13시
8044,adult_male,성년 남성,beverage,음료,주스,2500,7.9,16,18시
8044,adult_male,성년 남성,snack,과자/스낵,새우깡,1500,8.3,16,18시
8045,minor_female,미성년 여성,bakery,베이커리,소금빵,2000,4.4,16,19시
8046,adult_male,성년 남성,beverage,음료,커피,2000,10.0,16,16시
8048,adult_female,성년 여성,frozen,냉동식품,어묵,3000,5.9,16,21시
8048,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,8.2,16,21시
8049,minor_female,미성년 여성,snack,과자/스낵,젤리,1000,5.0,16,16시
8050,adult_female,성년 여성,frozen,냉동식품,군만두,6000,8.2,16,12시
8051,adult_male,성년 남성,beverage,음료,사이다,1500,8.4,16,13시
8051,adult_male,성년 남성,daily,생활용품,휴지,4500,7.2,16,13시
8052,minor_female,미성년 여성,beverage,음료,사이다,1500,4.2,16,19시
8053,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,5.7,16,11시
8053,adult_female,성년 여성,bakery,베이커리,소금빵,2000,4.4,16,11시
8055,adult_female,성년 여성,beverage,음료,에너지드링크,2200,5.5,16,13시
8056,adult_female,성년 여성,daily,생활용품,비누,2000,10.0,16,17시
8057,adult_female,성년 여성,beverage,음료,사이다,1500,7.6,16,20시
8057,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,7.9,16,20시
8058,adult_female,성년 여성,bakery,베이커리,크로아상,3000,8.0,16,19시
8059,adult_female,성년 여성,daily,생활용품,비누,2000,5.7,16,19시
8059,adult_female,성년 여성,bakery,베이커리,베이글,2500,8.7,16,19시
8060,minor_female,미성년 여성,snack,과자/스낵,오레오,2200,4.2,16,14시
8062,adult_male,성년 남성,frozen,냉동식품,어묵,3000,4.0,16,11시
8062,adult_male,성년 남성,daily,생활용품,치약,3500,7.2,16,11시
8062,adult_male,성년 남성,cosmetic,화장품,립스틱,15000,8.2,16,11시
8063,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,7.8,16,13시
8064,adult_female,성년 여성,beverage,음료,사이다,1500,6.9,16,14시
8065,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.4,16,13시
8065,adult_male,성년 남성,daily,생활용품,칫솔,3000,10.1,16,13시
8066,adult_male,성년 남성,daily,생활용품,주방세제,4000,6.3,16,15시
8067,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,5.5,16,13시
8069,adult_male,성년 남성,frozen,냉동식품,만두,5000,7.4,16,16시
8070,adult_male,성년 남성,beverage,음료,이온음료,1800,7.3,16,10시
8070,adult_male,성년 남성,premium,프리미엄,수입와인,32000,5.1,16,10시
8070,adult_male,성년 남성,daily,생활용품,세제,5000,6.9,16,10시
8071,adult_male,성년 남성,premium,프리미엄,와인,25000,7.6,16,12시
8071,adult_male,성년 남성,daily,생활용품,비누,2000,7.4,16,12시
8072,adult_female,성년 여성,daily,생활용품,휴지,4500,8.1,16,15시
8072,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,4.7,16,15시
8072,adult_female,성년 여성,bakery,베이커리,크로아상,3000,6.7,16,15시
